Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_50 Spectral Count	A_55 Spectral Count	A_56 Spectral Count	A_57 Spectral Count	A_61 Spectral Count	A_62 Spectral Count	A_72 Spectral Count	A_75 Spectral Count	A_76 Spectral Count	A_77 Spectral Count	A_78 Spectral Count	A_81 Spectral Count	A_82 Spectral Count	A_83 Spectral Count	G_50 Spectral Count	G_55 Spectral Count	G_56 Spectral Count	G_57 Spectral Count	G_61 Spectral Count	G_62 Spectral Count	G_72 Spectral Count	G_75 Spectral Count	G_76 Spectral Count	G_77 Spectral Count	G_78 Spectral Count	G_81 Spectral Count	G_82 Spectral Count	G_83 Spectral Count	A_50 Unique Spectral Count	A_55 Unique Spectral Count	A_56 Unique Spectral Count	A_57 Unique Spectral Count	A_61 Unique Spectral Count	A_62 Unique Spectral Count	A_72 Unique Spectral Count	A_75 Unique Spectral Count	A_76 Unique Spectral Count	A_77 Unique Spectral Count	A_78 Unique Spectral Count	A_81 Unique Spectral Count	A_82 Unique Spectral Count	A_83 Unique Spectral Count	G_50 Unique Spectral Count	G_55 Unique Spectral Count	G_56 Unique Spectral Count	G_57 Unique Spectral Count	G_61 Unique Spectral Count	G_62 Unique Spectral Count	G_72 Unique Spectral Count	G_75 Unique Spectral Count	G_76 Unique Spectral Count	G_77 Unique Spectral Count	G_78 Unique Spectral Count	G_81 Unique Spectral Count	G_82 Unique Spectral Count	G_83 Unique Spectral Count	A_50 Total Spectral Count	A_55 Total Spectral Count	A_56 Total Spectral Count	A_57 Total Spectral Count	A_61 Total Spectral Count	A_62 Total Spectral Count	A_72 Total Spectral Count	A_75 Total Spectral Count	A_76 Total Spectral Count	A_77 Total Spectral Count	A_78 Total Spectral Count	A_81 Total Spectral Count	A_82 Total Spectral Count	A_83 Total Spectral Count	G_50 Total Spectral Count	G_55 Total Spectral Count	G_56 Total Spectral Count	G_57 Total Spectral Count	G_61 Total Spectral Count	G_62 Total Spectral Count	G_72 Total Spectral Count	G_75 Total Spectral Count	G_76 Total Spectral Count	G_77 Total Spectral Count	G_78 Total Spectral Count	G_81 Total Spectral Count	G_82 Total Spectral Count	G_83 Total Spectral Count	A_50 Intensity	A_55 Intensity	A_56 Intensity	A_57 Intensity	A_61 Intensity	A_62 Intensity	A_72 Intensity	A_75 Intensity	A_76 Intensity	A_77 Intensity	A_78 Intensity	A_81 Intensity	A_82 Intensity	A_83 Intensity	G_50 Intensity	G_55 Intensity	G_56 Intensity	G_57 Intensity	G_61 Intensity	G_62 Intensity	G_72 Intensity	G_75 Intensity	G_76 Intensity	G_77 Intensity	G_78 Intensity	G_81 Intensity	G_82 Intensity	G_83 Intensity	A_50 MaxLFQ Intensity	A_55 MaxLFQ Intensity	A_56 MaxLFQ Intensity	A_57 MaxLFQ Intensity	A_61 MaxLFQ Intensity	A_62 MaxLFQ Intensity	A_72 MaxLFQ Intensity	A_75 MaxLFQ Intensity	A_76 MaxLFQ Intensity	A_77 MaxLFQ Intensity	A_78 MaxLFQ Intensity	A_81 MaxLFQ Intensity	A_82 MaxLFQ Intensity	A_83 MaxLFQ Intensity	G_50 MaxLFQ Intensity	G_55 MaxLFQ Intensity	G_56 MaxLFQ Intensity	G_57 MaxLFQ Intensity	G_61 MaxLFQ Intensity	G_62 MaxLFQ Intensity	G_72 MaxLFQ Intensity	G_75 MaxLFQ Intensity	G_76 MaxLFQ Intensity	G_77 MaxLFQ Intensity	G_78 MaxLFQ Intensity	G_81 MaxLFQ Intensity	G_82 MaxLFQ Intensity	G_83 MaxLFQ Intensity	Indistinguishable Proteins
tr|W5Q3C3|W5Q3C3_SHEEP	W5Q3C3	W5Q3C3_SHEEP	LIMS2	362	Ovis aries OX=9940	4:Protein predicted	LIM and senescent cell antigen-like-containing domain protein	0.9949	0.999	2	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7981.877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3D2|W5Q3D2_SHEEP	W5Q3D2	W5Q3D2_SHEEP		168	Ovis aries OX=9940	4:Protein predicted	PX domain-containing protein	1.0	0.999	5	13	9	17	0	0	3	1	2	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1	3	1	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	34223.094	64607.887	22164.92	24980.137	18079.645	0.0	0.0	0.0	23921.668	24167.596	27368.523	36725.258	0.0	0.0	16155.228	0.0	20808.682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26793.818	0.0	0.0	0.0	17658.146	27449.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26907.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3E0|W5Q3E0_SHEEP	W5Q3E0	W5Q3E0_SHEEP	THY1	161	Ovis aries OX=9940	4:Protein predicted	Thy-1 membrane glycoprotein	0.9205	0.999	1	33	33	33	1	2	1	2	3	1	1	2	1	1	1	1	2	1	2	1	1	1	0	1	1	1	0	1	1	1	1	1	1	2	1	2	3	1	1	2	1	1	1	1	2	1	2	1	1	1	0	1	1	1	0	1	1	1	1	1	1	2	1	2	3	1	1	2	1	1	1	1	2	1	2	1	1	1	0	1	1	1	0	1	1	1	1	1	56468.363	34533.18	53451.37	54978.027	69007.766	46688.74	55337.695	31054.016	56234.043	72980.38	42330.81	49865.875	48118.07	16914.457	58780.55	38020.773	26213.07	113659.3	0.0	37600.938	54281.105	37839.55	27442.5	24188.531	29819.334	57527.457	18116.883	31180.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3E9|W5Q3E9_SHEEP	W5Q3E9	W5Q3E9_SHEEP	REEP5	162	Ovis aries OX=9940	3:Protein inferred from homology	Receptor expression-enhancing protein	1.0	0.999	5	44	44	44	0	1	7	0	0	0	0	0	1	0	1	0	2	6	3	4	2	3	0	1	1	2	0	2	2	0	6	0	0	1	7	0	0	0	0	0	1	0	1	0	2	6	3	4	2	3	0	1	1	2	0	2	2	0	6	0	0	1	7	0	0	0	0	0	1	0	1	0	2	6	3	4	2	3	0	1	1	2	0	2	2	0	6	0	0.0	65366.387	121426.89	0.0	9303.228	0.0	0.0	18370.283	25581.04	0.0	22619.041	0.0	38185.246	61919.03	35983.13	35816.07	37195.133	50426.83	0.0	12050.14	17516.164	17102.133	0.0	37747.33	30846.133	0.0	46451.457	0.0	0.0	22917.514	27651.982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21685.58	21626.014	20624.8	20527.227	21310.316	28332.65	0.0	0.0	0.0	0.0	0.0	21630.088	17630.299	0.0	19505.977	0.0	
tr|W5Q3F7|W5Q3F7_SHEEP	W5Q3F7	W5Q3F7_SHEEP	ABI1	481	Ovis aries OX=9940	3:Protein inferred from homology	Abl interactor 1	1.0	0.999	2	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	1	0	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	1	0	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	1	0	3	2	0	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12822.459	9182.126	9842.299	0.0	0.0	14623.533	0.0	12465.783	0.0	28600.828	33965.086	0.0	26786.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16914.37	20729.271	0.0	15802.852	0.0	
tr|W5Q3F9|W5Q3F9_SHEEP	W5Q3F9	W5Q3F9_SHEEP	AOX1	1339	Ovis aries OX=9940	3:Protein inferred from homology	Aldehyde oxidase	1.0	0.9988	5	11	11	11	0	2	2	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	12448.273	24721.648	0.0	0.0	0.0	0.0	0.0	0.0	86106.55	0.0	0.0	20467.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10577.917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16815.047	0.0	0.0	0.0	0.0	0.0	0.0	33787.297	0.0	0.0	14070.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3G8|W5Q3G8_SHEEP	W5Q3G8	W5Q3G8_SHEEP	OLFML1	402	Ovis aries OX=9940	4:Protein predicted	Olfactomedin like 1	1.0	0.999	7	60	60	60	4	1	1	1	12	4	1	4	6	1	12	2	2	0	1	0	0	2	0	0	2	0	0	0	1	3	0	0	4	1	1	1	12	4	1	4	6	1	12	2	2	0	1	0	0	2	0	0	2	0	0	0	1	3	0	0	4	1	1	1	12	4	1	4	6	1	12	2	2	0	1	0	0	2	0	0	2	0	0	0	1	3	0	0	90223.36	60692.117	14206.4795	34708.254	183459.8	70467.125	35416.594	64068.992	95551.91	23526.977	222457.02	51927.023	57505.387	0.0	16192.602	0.0	0.0	18460.654	0.0	0.0	53254.266	0.0	22683.297	0.0	16878.684	40074.934	0.0	0.0	45245.863	25074.918	0.0	0.0	53615.24	34392.598	0.0	35900.863	41203.375	0.0	63789.832	29067.508	26569.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29855.654	0.0	0.0	0.0	0.0	37510.2	0.0	0.0	
tr|W5Q3J3|W5Q3J3_SHEEP	W5Q3J3	W5Q3J3_SHEEP	COLGALT1	628	Ovis aries OX=9940	3:Protein inferred from homology	Collagen beta(1-O)galactosyltransferase 1	0.9155	0.9989	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12623.452	0.0	0.0	16897.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3L8|W5Q3L8_SHEEP	W5Q3L8	W5Q3L8_SHEEP	ATP2B4	368	Ovis aries OX=9940	4:Protein predicted	ATPase plasma membrane Ca2+ transporting 4	1.0	0.999	4	40	1	40	0	3	0	2	3	2	2	3	3	4	4	1	1	1	1	1	1	0	0	1	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	2	2	3	3	4	4	1	1	1	1	1	1	0	0	1	1	1	1	1	2	0	1	0	0.0	98846.78	5323.0195	39385.582	21908.078	48634.15	50487.688	94438.38	63120.117	54067.0	62137.113	15589.495	13699.635	13504.698	20883.984	23422.777	15310.633	0.0	0.0	26897.178	33696.438	24061.85	30122.29	19609.086	40217.78	0.0	22950.287	0.0	0.0	44566.29	0.0	21650.457	12019.153	26752.672	27692.717	40716.094	34549.547	29662.83	34127.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20112.713	0.0	0.0	0.0	
tr|W5Q3M7|W5Q3M7_SHEEP	W5Q3M7	W5Q3M7_SHEEP		444	Ovis aries OX=9940	3:Protein inferred from homology	Septin	1.0	0.999	8	7	0	13	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0	13944.975	53616.74	0.0	0.0	0.0	0.0	0.0	17228.291	0.0	0.0	0.0	33969.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23802.37	17707.807	0.0	0.0	0.0	0.0	0.0	0.0	22302.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19665.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5Q3M9|W5Q3M9_SHEEP
tr|W5Q3N1|W5Q3N1_SHEEP	W5Q3N1	W5Q3N1_SHEEP	CTSZ	301	Ovis aries OX=9940	3:Protein inferred from homology	Cathepsin X	1.0	0.999	8	154	154	154	0	0	0	0	0	0	0	0	0	0	1	0	0	13	14	15	9	7	0	17	9	13	5	15	14	0	13	9	0	0	0	0	0	0	0	0	0	0	1	0	0	13	14	15	9	7	0	17	9	13	5	15	14	0	13	9	0	0	0	0	0	0	0	0	0	0	1	0	0	13	14	15	9	7	0	17	9	13	5	15	14	0	13	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15805.514	0.0	0.0	229742.69	321569.8	370769.5	344362.84	261394.58	0.0	418737.1	275162.06	327831.38	376973.12	333519.78	396713.0	0.0	320874.94	284789.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96482.34	145969.33	168073.95	134358.44	122532.53	0.0	185250.0	122942.78	152756.42	284310.2	149141.45	171136.31	0.0	140831.83	144691.12	
tr|W5Q3N5|W5Q3N5_SHEEP	W5Q3N5	W5Q3N5_SHEEP	PRKAR2A	305	Ovis aries OX=9940	3:Protein inferred from homology	Protein kinase cAMP-dependent type II regulatory subunit alpha	1.0	0.999	11	198	195	198	10	11	13	5	13	8	7	9	8	4	10	9	15	8	5	5	5	1	0	6	4	6	2	10	7	8	7	2	10	11	12	5	11	8	7	9	8	4	10	9	15	8	5	5	5	1	0	6	4	6	2	10	7	8	7	2	10	11	13	5	13	8	7	9	8	4	10	9	15	8	5	5	5	1	0	6	4	6	2	10	7	8	7	2	172455.1	247816.88	212064.06	144067.92	233895.88	143351.05	161572.38	247585.06	169148.73	74718.58	182105.03	205276.6	235500.77	59284.15	62650.03	72685.48	88269.19	14412.379	0.0	98347.28	84106.42	57724.742	46498.734	114813.29	111335.36	127021.734	96907.21	16338.359	33721.023	38876.31	29056.197	31350.143	34795.555	32071.836	35534.97	39592.06	33095.82	24867.1	31172.72	36556.945	33193.586	14994.587	20175.416	19105.293	23998.832	0.0	0.0	22498.979	27779.844	19030.277	29717.31	22587.756	24955.15	34776.086	22668.76	0.0	
tr|W5Q3Q7|W5Q3Q7_SHEEP	W5Q3Q7	W5Q3Q7_SHEEP	CDC37	380	Ovis aries OX=9940	3:Protein inferred from homology	Hsp90 co-chaperone Cdc37	1.0	0.999	10	130	130	130	3	3	9	4	4	3	2	2	5	3	6	6	2	4	9	5	3	9	0	6	6	6	0	9	6	3	7	5	3	3	9	4	4	3	2	2	5	3	6	6	2	4	9	5	3	9	0	6	6	6	0	9	6	3	7	5	3	3	9	4	4	3	2	2	5	3	6	6	2	4	9	5	3	9	0	6	6	6	0	9	6	3	7	5	69120.19	131856.4	191922.25	79795.33	117770.97	93287.984	59186.695	31440.322	112377.35	72504.32	138105.48	110938.12	83356.2	95711.33	120814.81	92792.71	78254.07	93231.31	0.0	92265.125	74823.95	62425.105	46158.938	108475.414	107913.195	83856.09	96316.234	89958.42	38454.582	37681.477	49242.777	39244.824	52532.555	39265.09	32773.117	0.0	39541.87	40740.332	40057.23	34527.11	36204.79	28607.854	27539.938	24441.676	32282.668	27654.863	0.0	24870.713	28444.611	24741.23	27963.924	25541.1	29662.594	43326.695	25540.303	27033.615	
tr|W5Q3R4|W5Q3R4_SHEEP	W5Q3R4	W5Q3R4_SHEEP	CLUH	1238	Ovis aries OX=9940	3:Protein inferred from homology	Clustered mitochondria protein homolog	1.0	0.999	2	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11725.559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21263.088	11168.064	0.0	13600.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3T7|W5Q3T7_SHEEP	W5Q3T7	W5Q3T7_SHEEP	ITGA5	1078	Ovis aries OX=9940	3:Protein inferred from homology	Integrin subunit alpha 5	1.0	0.999	36	611	611	611	31	50	81	42	30	27	35	42	42	45	31	48	59	4	0	1	0	0	0	1	5	0	0	4	2	24	7	0	31	50	81	42	30	27	35	42	42	45	31	48	59	4	0	1	0	0	0	1	5	0	0	4	2	24	7	0	31	50	81	42	30	27	35	42	42	45	31	48	59	4	0	1	0	0	0	1	5	0	0	4	2	24	7	0	1631096.8	2318455.0	3484061.8	1961186.6	1122689.4	1747434.2	1978592.9	2316955.5	1866109.8	2682733.2	1185254.9	2069156.4	2838130.0	44164.277	0.0	6380.4644	0.0	0.0	0.0	15065.349	58136.28	44644.438	0.0	38117.285	37158.863	914269.9	85134.01	0.0	199321.6	265266.8	363890.8	226478.31	131920.12	209848.78	240948.19	261838.9	201795.55	295795.0	142284.98	228545.69	303610.97	19748.527	0.0	0.0	0.0	0.0	0.0	0.0	23610.834	0.0	0.0	19044.121	23673.176	129016.03	23562.947	0.0	
tr|W5Q3T9|W5Q3T9_SHEEP	W5Q3T9	W5Q3T9_SHEEP	PDCD6IP	875	Ovis aries OX=9940	4:Protein predicted	Programmed cell death 6 interacting protein	1.0	0.999	19	190	190	190	6	11	10	12	22	8	7	6	11	3	12	13	14	3	8	6	7	0	0	5	4	5	0	6	4	3	4	0	6	11	10	12	22	8	7	6	11	3	12	13	14	3	8	6	7	0	0	5	4	5	0	6	4	3	4	0	6	11	10	12	22	8	7	6	11	3	12	13	14	3	8	6	7	0	0	5	4	5	0	6	4	3	4	0	152506.2	212337.03	76188.05	266004.84	314855.84	135791.64	166296.19	189997.42	212301.47	53660.51	238923.17	246935.62	221373.47	29184.996	125968.19	86716.65	101035.45	29124.176	0.0	77373.19	61630.6	55409.363	41768.28	74690.85	59265.207	92226.8	76426.336	0.0	39712.527	35626.547	20160.02	41518.586	39777.215	35874.043	35683.74	36367.04	35165.305	33004.562	33433.016	38896.016	33730.25	17827.738	27141.105	21359.307	23894.191	16029.297	0.0	23226.367	22933.658	20760.1	18292.86	24017.44	22319.848	34624.445	23702.898	0.0	
tr|W5Q3U1|W5Q3U1_SHEEP	W5Q3U1	W5Q3U1_SHEEP	BIN1	436	Ovis aries OX=9940	4:Protein predicted	Bridging integrator 1	1.0	0.999	2	3	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	24901.904	0.0	0.0	0.0	0.0	0.0	7473.1694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7948.6533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5Q3U4|W5Q3U4_SHEEP
tr|W5Q3V0|W5Q3V0_SHEEP	W5Q3V0	W5Q3V0_SHEEP	IL18	193	Ovis aries OX=9940	3:Protein inferred from homology	Interleukin-18	0.9204	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11406.365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3W1|W5Q3W1_SHEEP	W5Q3W1	W5Q3W1_SHEEP	AEBP1	1090	Ovis aries OX=9940	3:Protein inferred from homology	AE binding protein 1	1.0	0.999	5	7	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93602.22	0.0	0.0	18948.762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3X2|W5Q3X2_SHEEP	W5Q3X2	W5Q3X2_SHEEP		108	Ovis aries OX=9940	4:Protein predicted	Peptidylprolyl isomerase	1.0	0.999	2	106	106	126	4	6	7	4	6	4	3	3	5	4	4	5	5	3	5	4	3	3	0	3	3	2	2	4	3	5	3	3	4	6	7	4	6	4	3	3	5	4	4	5	5	3	5	4	3	3	0	3	3	2	2	4	3	5	3	3	5	6	9	5	9	5	5	5	5	5	5	7	7	3	5	4	3	4	0	3	3	2	2	4	3	6	3	3	950600.0	853494.94	888646.94	1045703.7	867920.44	770490.44	1007986.4	745056.0	802388.44	887804.75	827753.2	855063.06	768604.25	163020.92	138207.73	104868.31	162178.03	222013.77	0.0	150793.94	191497.84	142327.03	132137.64	137089.97	100966.8	791578.0	122989.5	196724.66	0.0	756112.44	881905.75	0.0	893359.3	0.0	0.0	652866.3	0.0	982476.3	789239.5	857066.06	809975.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q3X4|W5Q3X4_SHEEP	W5Q3X4	W5Q3X4_SHEEP	COPZ1	192	Ovis aries OX=9940	3:Protein inferred from homology	Coatomer subunit zeta	0.9205	0.999	1	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7598.5767	5456.326	5828.957	11402.411	0.0	0.0	7013.5923	0.0	0.0	0.0	0.0	7937.883	0.0	14879.972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5Q3X7|W5Q3X7_SHEEP
tr|W5Q420|W5Q420_SHEEP	W5Q420	W5Q420_SHEEP		248	Ovis aries OX=9940	4:Protein predicted	Uncharacterized protein	1.0	0.999	3	14	14	14	0	0	4	1	0	1	0	0	0	0	2	1	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	1	0	0	0	0	2	1	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	1	0	0	0	0	2	1	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.0	0.0	29178.695	18345.865	0.0	19890.168	0.0	15340.738	0.0	0.0	37748.3	14600.617	15208.67	52366.055	0.0	0.0	0.0	19454.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17686.58	0.0	0.0	0.0	0.0	16099.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20828.545	0.0	0.0	17429.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q437|W5Q437_SHEEP	W5Q437	W5Q437_SHEEP	HIBCH	386	Ovis aries OX=9940	3:Protein inferred from homology	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.0	0.999	7	89	89	89	0	1	2	1	3	2	0	0	2	0	2	1	7	11	8	4	4	2	0	7	4	2	0	6	5	1	8	6	0	1	2	1	3	2	0	0	2	0	2	1	7	11	8	4	4	2	0	7	4	2	0	6	5	1	8	6	0	1	2	1	3	2	0	0	2	0	2	1	7	11	8	4	4	2	0	7	4	2	0	6	5	1	8	6	0.0	30326.916	36306.082	27576.203	46302.77	42372.188	0.0	0.0	24292.95	0.0	27485.68	27479.594	86651.15	101677.555	100094.71	61318.11	71420.4	51609.695	0.0	84282.36	62089.715	31754.621	0.0	87418.55	75744.414	33149.4	143391.62	69980.69	0.0	0.0	16791.775	0.0	16690.135	24247.916	0.0	0.0	0.0	0.0	21079.254	0.0	22103.365	22531.277	24848.316	22924.803	21984.508	20924.043	0.0	25996.014	23569.236	21680.928	0.0	24503.21	24618.857	0.0	31292.055	22896.715	
